   1.7306841946897293e+01    3.5347105838107269e+00
   1.7349258463738384e+01    3.5748066131681222e+00
   1.7406816866026038e+01    3.6317394655874171e+00
   1.7478584076231080e+01    3.7062054766842016e+00
   1.7560603413708986e+01    3.7953833480442185e+00
   1.7648293324774173e+01    3.8945475622060521e+00
   1.7739550931360007e+01    4.0014294976386910e+00
   1.7831994790742666e+01    4.1138800661085844e+00
   1.7923884022319349e+01    4.2318396799063027e+00
   1.8012128686302635e+01    4.3554912563737131e+00
   1.8093031061573416e+01    4.4865248436691259e+00
   1.8160581745729171e+01    4.6261755766656094e+00
   1.8207280568209807e+01    4.7752567095695229e+00
   1.8223317733221588e+01    4.9310808633255192e+00
   1.8199681083853132e+01    5.0863973189868634e+00
   1.8130730717364841e+01    5.2276333883301858e+00
   1.8019668146667147e+01    5.3390141731306615e+00
   1.7878016765615033e+01    5.4075060532312715e+00
   1.7722271093106929e+01    5.4293897627103371e+00
   1.7566351358194176e+01    5.4090744156934383e+00
   1.7418691395420669e+01    5.3564274053995709e+00
   1.7281483081352260e+01    5.2815559869870254e+00
   1.7153611610824395e+01    5.1936130024251161e+00
   1.7031699858481751e+01    5.0994730869354141e+00
   1.6912735666727698e+01    5.0049690110542295e+00
   1.6793708969998946e+01    4.9144755547527854e+00
   1.6673750877552305e+01    4.8320342756097849e+00
   1.6552869901884421e+01    4.7604077657453558e+00
   1.6434213194497616e+01    4.7017933367089482e+00
   1.6321819648810045e+01    4.6566187750057315e+00
   1.6223486092633124e+01    4.6246175006888919e+00
   1.6145296904097577e+01    4.6036771158293543e+00
   1.6088397164675534e+01    4.5906851089614813e+00
   1.6031137897777672e+01    4.5792648021515561e+00
   1.5951333173818810e+01    4.5658228200813324e+00
   1.5848856573146817e+01    4.5517139417237944e+00
   1.5728519418169487e+01    4.5377887511835278e+00
   1.5597034590567345e+01    4.5222996845702506e+00
   1.5458255264108050e+01    4.5003692443272669e+00
   1.5317268327275318e+01    4.4644248594690481e+00
   1.5180200166551115e+01    4.4052864136130800e+00
   1.5058481491179453e+01    4.3150722907277181e+00
   1.4966940824311513e+01    4.1920410914076749e+00
   1.4920363616618948e+01    4.0446954073123722e+00
   1.4924808643667134e+01    3.8891021691082401e+00
   1.4976127716921710e+01    3.7411993759577027e+00
   1.5063416310604850e+01    3.6104693520175921e+00
   1.5175369373030467e+01    3.4993695595782648e+00
   1.5302756167955877e+01    3.4061072834347157e+00
   1.5439816451318054e+01    3.3274528092233324e+00
   1.5582835449207716e+01    3.2608050517340619e+00
   1.5730152773341874e+01    3.2048386528110746e+00
   1.5880461164190281e+01    3.1596189209162602e+00
   1.6033218538999286e+01    3.1262583885774764e+00
   1.6187142066160881e+01    3.1064423269573913e+00
   1.6341026143379750e+01    3.1019951492835234e+00
   1.6492410373201906e+01    3.1141250509526879e+00
   1.6638987016872928e+01    3.1431647207600548e+00
   1.6777512558793653e+01    3.1877285244403692e+00
   1.6905683720736089e+01    3.2451726902326778e+00
   1.7020612602018709e+01    3.3108171192427314e+00
   1.7120537445402540e+01    3.3792484940979310e+00
   1.7202060197718691e+01    3.4429112658341787e+00
   1.7263579141120541e+01    3.4954928015555025e+00
  -3.8810214574754229e+00    1.5549905631711917e+01
  -3.8377435490409866e+00    1.5589200216410212e+01
  -3.7816422996856436e+00    1.5647460606990006e+01
  -3.7167743851488706e+00    1.5728041419830776e+01
  -3.6525998990418325e+00    1.5830650003609019e+01
  -3.5992268853268956e+00    1.5951691297268381e+01
  -3.5655987449903512e+00    1.6087902059009142e+01
  -3.5600147185757698e+00    1.6233095535620325e+01
  -3.5895762237822546e+00    1.6379256999778551e+01
  -3.6575607045484277e+00    1.6514588015899839e+01
  -3.7613647520084035e+00    1.6627751728808995e+01
  -3.8920325880061606e+00    1.6710813424605892e+01
  -4.0390565326095915e+00    1.6763457319387904e+01
  -4.1936555392893959e+00    1.6789850468489529e+01
  -4.3510727163302851e+00    1.6796513315103578e+01
  -4.5086449417147740e+00    1.6788492504067428e+01
  -4.6656229973073957e+00    1.6769951575416584e+01
  -4.8212828926305900e+00    1.6743061589801520e+01
  -4.9756418837610266e+00    1.6709717880801691e+01
  -5.1282252680111959e+00    1.6670623833226941e+01
  -5.2790803410037297e+00    1.6626794012522343e+01
  -5.4276967257925204e+00    1.6578404212198080e+01
  -5.5739948603341860e+00    1.6526168982485700e+01
  -5.7173256557474650e+00    1.6470075061405119e+01
  -5.8573375872022577e+00    1.6410802440016631e+01
  -5.9930852234646501e+00    1.6348378727101132e+01
  -6.1236570188208432e+00    1.6283771718138272e+01
  -6.2474423652096904e+00    1.6217458123347335e+01
  -6.3622814564818206e+00    1.6151414151450236e+01
  -6.4651211932836894e+00    1.6087525543026693e+01
  -6.5513982481187707e+00    1.6030316933345851e+01
  -6.6173792650001833e+00    1.5983522077052923e+01
  -6.6643662772139214e+00    1.5948695808631040e+01
  -6.7102946285886818e+00    1.5912752479152966e+01
  -6.7727788003705500e+00    1.5861136720268476e+01
  -6.8491424644500514e+00    1.5791496402727798e+01
  -6.9329137133048144e+00    1.5703928521478989e+01
  -7.0132899408129044e+00    1.5598911114963011e+01
  -7.0794361232987182e+00    1.5475168317944245e+01
  -7.1138215477464302e+00    1.5334233322290524e+01
  -7.0976700953950935e+00    1.5186687838260891e+01
  -7.0197937063100513e+00    1.5057504536251384e+01
  -6.8937863851068704e+00    1.4971097475116135e+01
  -6.7440594613984173e+00    1.4930993868979105e+01
  -6.5882473532606110e+00    1.4923578892222837e+01
  -6.4314032709419733e+00    1.4934192177592072e+01
  -6.2751757500125596e+00    1.4953178517021518e+01
  -6.1187150200398666e+00    1.4975589119294991e+01
  -5.9626087376323103e+00    1.4999026230308242e+01
  -5.8061526494805262e+00    1.5022525830124664e+01
  -5.6501522420354569e+00    1.5045629538032673e+01
  -5.4940493470466549e+00    1.5068320780653981e+01
  -5.3387748926842580e+00    1.5090701943833995e+01
  -5.1838882247900369e+00    1.5113243234190097e+01
  -5.0305112744750824e+00    1.5136528967123542e+01
  -4.8784334476177067e+00    1.5161593485299319e+01
  -4.7291929743338281e+00    1.5189545291465643e+01
  -4.5831257396604128e+00    1.5221908598436045e+01
  -4.4426972483702798e+00    1.5259885306581884e+01
  -4.3093849857113558e+00    1.5304563301653356e+01
  -4.1873131492139333e+00    1.5355479495542570e+01
  -4.0794713061816577e+00    1.5410824230819729e+01
  -3.9916811710443572e+00    1.5465319899661804e+01
  -3.9260690132217371e+00    1.5512867054261816e+01
  -3.5234879201428135e-02    1.2644375275914348e+01
   2.1863439711905526e-02    1.2659063950139165e+01
   9.9488986163020585e-02    1.2680145481275840e+01
   1.9975484636899926e-01    1.2707685693540071e+01
   3.1547465091859594e-01    1.2741736916610281e+01
   4.4241584610456119e-01    1.2781154782007187e+01
   5.7474689293060965e-01    1.2826850539171950e+01
   7.1118417382867349e-01    1.2879080795527296e+01
   8.4723540706718381e-01    1.2939834022649931e+01
   9.8228573618900261e-01    1.3010421017096810e+01
   1.1112094381807227e+00    1.3093769023446940e+01
   1.2314819184258268e+00    1.3192356851680817e+01
   1.3334413314300368e+00    1.3310217546532661e+01
   1.4065171257621885e+00    1.3448831518562466e+01
